Maturity,Type,Strike,Price
"0,0438356164384",1,3600,"2628,8"
"0,0438356164384",2,3600,"0,1"
"0,0438356164384",1,3800,"2429,2"
"0,0438356164384",2,3800,"0,1"
"0,0438356164384",1,4000,"2229,6"
"0,0438356164384",2,4000,"0,1"
"0,0438356164384",1,4200,"2030,1"
"0,0438356164384",2,4200,"0,1"
"0,0438356164384",1,4400,"1830,5"
"0,0438356164384",2,4400,"0,1"
"0,0438356164384",1,4600,"1631,1"
"0,0438356164384",2,4600,"0,2"
"0,0438356164384",1,4700,"1531,4"
"0,0438356164384",2,4700,"0,3"
"0,0438356164384",1,4800,"1431,7"
"0,0438356164384",2,4800,"0,4"
"0,0438356164384",1,4900,1332
"0,0438356164384",2,4900,"0,5"
"0,0438356164384",1,5000,"1232,2"
"0,0438356164384",2,5000,"0,5"
"0,0438356164384",1,5100,"1132,7"
"0,0438356164384",2,5100,"0,8"
"0,0438356164384",1,5200,"1033,6"
"0,0438356164384",2,5200,"1,5"
"0,0438356164384",1,5250,"983,6"
"0,0438356164384",2,5250,"1,4"
"0,0438356164384",1,5300,"934,2"
"0,0438356164384",2,5300,"1,8"
"0,0438356164384",1,5350,"884,5"
"0,0438356164384",2,5350,"2,1"
"0,0438356164384",1,5400,"834,8"
"0,0438356164384",2,5400,"2,3"
"0,0438356164384",1,5450,"785,6"
"0,0438356164384",2,5450,3
"0,0438356164384",1,5500,"735,8"
"0,0438356164384",2,5500,3
"0,0438356164384",1,5550,"686,8"
"0,0438356164384",2,5550,"3,9"
"0,0438356164384",1,5600,"638,3"
"0,0438356164384",2,5600,"5,3"
"0,0438356164384",1,5650,"589,7"
"0,0438356164384",2,5650,"6,6"
"0,0438356164384",1,5700,"541,1"
"0,0438356164384",2,5700,8
"0,0438356164384",1,5750,"492,3"
"0,0438356164384",2,5750,"9,1"
"0,0438356164384",1,5800,"445,8"
"0,0438356164384",2,5800,"12,5"
"0,0438356164384",1,5850,"399,3"
"0,0438356164384",2,5850,"15,8"
"0,0438356164384",1,5900,"353,7"
"0,0438356164384",2,5900,"20,1"
"0,0438356164384",1,5950,"308,1"
"0,0438356164384",2,5950,"24,5"
"0,0438356164384",1,6000,"266,3"
"0,0438356164384",2,6000,"32,5"
"0,0438356164384",1,6050,"226,8"
"0,0438356164384",2,6050,"42,9"
"0,0438356164384",1,6100,"186,2"
"0,0438356164384",2,6100,"52,2"
"0,0438356164384",1,6150,"152,7"
"0,0438356164384",2,6150,"68,6"
"0,0438356164384",1,6200,"121,8"
"0,0438356164384",2,6200,"87,6"
"0,0438356164384",1,6250,"93,7"
"0,0438356164384",2,6250,"109,4"
"0,0438356164384",1,6300,"72,2"
"0,0438356164384",2,6300,"137,8"
"0,0438356164384",1,6350,"50,6"
"0,0438356164384",2,6350,"166,2"
"0,0438356164384",1,6400,"37,4"
"0,0438356164384",2,6400,"202,8"
"0,0438356164384",1,6450,"27,1"
"0,0438356164384",2,6450,"242,4"
"0,0438356164384",1,6500,"17,2"
"0,0438356164384",2,6500,"282,4"
"0,0438356164384",1,6550,"12,3"
"0,0438356164384",2,6550,"327,4"
"0,0438356164384",1,6600,"7,2"
"0,0438356164384",2,6600,"372,2"
"0,0438356164384",1,6650,"5,1"
"0,0438356164384",2,6650,420
"0,0438356164384",1,6700,"3,7"
"0,0438356164384",2,6700,"468,5"
"0,0438356164384",1,6800,"1,4"
"0,0438356164384",2,6800,566
"0,0438356164384",1,6900,"0,8"
"0,0438356164384",2,6900,"665,2"
"0,0438356164384",1,7000,"0,3"
"0,0438356164384",2,7000,"764,5"
"0,0438356164384",1,7100,"0,2"
"0,0438356164384",2,7100,"864,2"
"0,120547945205",1,3600,2629
"0,120547945205",2,3600,"0,1"
"0,120547945205",1,3800,"2430,2"
"0,120547945205",2,3800,"0,1"
"0,120547945205",1,4000,"2231,5"
"0,120547945205",2,4000,"0,3"
"0,120547945205",1,4200,"2032,9"
"0,120547945205",2,4200,"0,6"
"0,120547945205",1,4400,"1834,4"
"0,120547945205",2,4400,1
"0,120547945205",1,4600,"1636,1"
"0,120547945205",2,4600,"1,6"
"0,120547945205",1,4800,"1438,5"
"0,120547945205",2,4800,"2,9"
"0,120547945205",1,5000,"1241,6"
"0,120547945205",2,5000,"4,8"
"0,120547945205",1,5200,1046
"0,120547945205",2,5200,"8,1"
"0,120547945205",1,5250,"997,6"
"0,120547945205",2,5250,"9,4"
"0,120547945205",1,5300,"949,5"
"0,120547945205",2,5300,11
"0,120547945205",1,5350,"901,4"
"0,120547945205",2,5350,"12,6"
"0,120547945205",1,5400,"853,2"
"0,120547945205",2,5400,"14,2"
"0,120547945205",1,5450,"805,9"
"0,120547945205",2,5450,"16,6"
"0,120547945205",1,5500,"759,1"
"0,120547945205",2,5500,"19,5"
"0,120547945205",1,5550,"712,6"
"0,120547945205",2,5550,"22,7"
"0,120547945205",1,5600,"665,5"
"0,120547945205",2,5600,"25,3"
"0,120547945205",1,5650,"620,3"
"0,120547945205",2,5650,"29,9"
"0,120547945205",1,5700,"575,7"
"0,120547945205",2,5700,35
"0,120547945205",1,5750,"531,4"
"0,120547945205",2,5750,"40,3"
"0,120547945205",1,5800,"487,6"
"0,120547945205",2,5800,"46,3"
"0,120547945205",1,5850,"445,9"
"0,120547945205",2,5850,"54,3"
"0,120547945205",1,5900,"405,5"
"0,120547945205",2,5900,"63,7"
"0,120547945205",1,5950,"364,4"
"0,120547945205",2,5950,"72,2"
"0,120547945205",1,6000,"326,9"
"0,120547945205",2,6000,"84,5"
"0,120547945205",1,6050,"291,2"
"0,120547945205",2,6050,"98,5"
"0,120547945205",1,6100,255
"0,120547945205",2,6100,112
"0,120547945205",1,6150,"223,3"
"0,120547945205",2,6150,"130,1"
"0,120547945205",1,6200,"192,2"
"0,120547945205",2,6200,"148,7"
"0,120547945205",1,6250,"165,1"
"0,120547945205",2,6250,"171,3"
"0,120547945205",1,6300,"140,7"
"0,120547945205",2,6300,"196,6"
"0,120547945205",1,6350,"116,2"
"0,120547945205",2,6350,"221,8"
"0,120547945205",1,6400,"97,9"
"0,120547945205",2,6400,"253,3"
"0,120547945205",1,6450,"79,8"
"0,120547945205",2,6450,"284,8"
"0,120547945205",1,6500,"66,2"
"0,120547945205",2,6500,321
"0,120547945205",1,6550,"51,6"
"0,120547945205",2,6550,356
"0,120547945205",1,6600,"39,8"
"0,120547945205",2,6600,394
"0,120547945205",1,6650,"31,8"
"0,120547945205",2,6650,"435,7"
"0,120547945205",1,6700,"23,8"
"0,120547945205",2,6700,"477,5"
"0,120547945205",1,6750,"18,9"
"0,120547945205",2,6750,"522,3"
"0,120547945205",1,6800,"14,2"
"0,120547945205",2,6800,"567,3"
"0,120547945205",1,6850,"10,7"
"0,120547945205",2,6850,"613,5"
"0,120547945205",1,6900,"8,4"
"0,120547945205",2,6900,661
"0,120547945205",1,6950,"6,1"
"0,120547945205",2,6950,"708,3"
"0,120547945205",1,7000,"4,8"
"0,120547945205",2,7000,"756,7"
"0,120547945205",1,7100,"2,6"
"0,120547945205",2,7100,854
"0,120547945205",1,7200,"1,7"
"0,120547945205",2,7200,"952,5"
"0,120547945205",1,7300,1
"0,120547945205",2,7300,"1051,2"
"0,120547945205",1,7400,"0,7"
"0,120547945205",2,7400,"1150,4"
"0,120547945205",1,7500,"0,5"
"0,120547945205",2,7500,"1249,6"
"0,120547945205",1,7600,"0,4"
"0,120547945205",2,7600,1349
"0,120547945205",1,7700,"0,3"
"0,120547945205",2,7700,"1448,3"
"0,120547945205",1,7800,"0,2"
"0,120547945205",2,7800,"1547,6"
"0,120547945205",1,8000,"0,2"
"0,120547945205",2,8000,"1746,5"
"0,120547945205",1,8200,"0,1"
"0,120547945205",2,8200,"1945,3"
"0,120547945205",1,8400,"0,1"
"0,120547945205",2,8400,"2144,1"
"0,120547945205",1,8600,"0,1"
"0,120547945205",2,8600,2343
"0,120547945205",1,8800,"0,1"
"0,120547945205",2,8800,"2541,9"
"0,120547945205",1,9000,"0,1"
"0,120547945205",2,9000,"2740,7"
"0,120547945205",1,9200,"0,1"
"0,120547945205",2,9200,"2939,7"
"0,120547945205",1,9600,"0,1"
"0,120547945205",2,9600,"3337,4"
"0,120547945205",1,10000,"0,1"
"0,120547945205",2,10000,"3735,1"
"0,216438356164",1,5000,"1268,5"
"0,216438356164",2,5000,"13,4"
"0,216438356164",1,5200,"1078,3"
"0,216438356164",2,5200,"21,2"
"0,216438356164",1,5400,"893,5"
"0,216438356164",2,5400,"34,4"
"0,216438356164",1,5600,"715,4"
"0,216438356164",2,5600,"54,3"
"0,216438356164",1,5800,"548,7"
"0,216438356164",2,5800,"85,6"
"0,216438356164",1,5850,"507,1"
"0,216438356164",2,5850,"93,5"
"0,216438356164",1,5900,"468,9"
"0,216438356164",2,5900,"104,8"
"0,216438356164",1,5950,"432,2"
"0,216438356164",2,5950,"117,6"
"0,216438356164",1,6000,"396,8"
"0,216438356164",2,6000,"131,7"
"0,216438356164",1,6050,360
"0,216438356164",2,6050,"144,4"
"0,216438356164",1,6100,"327,3"
"0,216438356164",2,6100,"161,2"
"0,216438356164",1,6150,"296,2"
"0,216438356164",2,6150,"179,6"
"0,216438356164",1,6200,"264,6"
"0,216438356164",2,6200,"197,5"
"0,216438356164",1,6250,"236,5"
"0,216438356164",2,6250,"218,9"
"0,216438356164",1,6300,"210,6"
"0,216438356164",2,6300,"242,5"
"0,216438356164",1,6350,"185,7"
"0,216438356164",2,6350,267
"0,216438356164",1,6400,"161,9"
"0,216438356164",2,6400,"292,8"
"0,216438356164",1,6450,"139,5"
"0,216438356164",2,6450,"319,8"
"0,216438356164",1,6600,"89,9"
"0,216438356164",2,6600,"418,7"
"0,216438356164",1,6800,"44,6"
"0,216438356164",2,6800,"571,4"
"0,216438356164",1,7000,"20,3"
"0,216438356164",2,7000,"745,1"
"0,38904109589",1,3600,"2667,3"
"0,38904109589",2,3600,"2,8"
"0,38904109589",1,3800,"2471,3"
"0,38904109589",2,3800,"3,2"
"0,38904109589",1,4000,"2276,9"
"0,38904109589",2,4000,"5,3"
"0,38904109589",1,4200,2083
"0,38904109589",2,4200,"7,7"
"0,38904109589",1,4400,"1890,6"
"0,38904109589",2,4400,"11,8"
"0,38904109589",1,4600,"1699,5"
"0,38904109589",2,4600,"17,1"
"0,38904109589",1,4800,"1511,4"
"0,38904109589",2,4800,"25,4"
"0,38904109589",1,5000,1326
"0,38904109589",2,5000,"36,4"
"0,38904109589",1,5200,"1144,9"
"0,38904109589",2,5200,"51,6"
"0,38904109589",1,5250,"1100,9"
"0,38904109589",2,5250,"56,7"
"0,38904109589",1,5300,"1057,1"
"0,38904109589",2,5300,62
"0,38904109589",1,5350,"1014,1"
"0,38904109589",2,5350,"68,1"
"0,38904109589",1,5400,"970,4"
"0,38904109589",2,5400,"73,5"
"0,38904109589",1,5450,"927,3"
"0,38904109589",2,5450,"79,5"
"0,38904109589",1,5500,"885,7"
"0,38904109589",2,5500,87
"0,38904109589",1,5550,"844,4"
"0,38904109589",2,5550,"94,8"
"0,38904109589",1,5600,"803,9"
"0,38904109589",2,5600,"103,4"
"0,38904109589",1,5650,"764,1"
"0,38904109589",2,5650,"112,7"
"0,38904109589",1,5700,"723,6"
"0,38904109589",2,5700,"121,3"
"0,38904109589",1,5750,"684,4"
"0,38904109589",2,5750,"131,2"
"0,38904109589",1,5800,"646,8"
"0,38904109589",2,5800,"142,6"
"0,38904109589",1,5850,"609,8"
"0,38904109589",2,5850,"154,8"
"0,38904109589",1,5900,"573,8"
"0,38904109589",2,5900,"167,9"
"0,38904109589",1,5950,"537,6"
"0,38904109589",2,5950,"180,8"
"0,38904109589",1,6000,"502,1"
"0,38904109589",2,6000,"194,4"
"0,38904109589",1,6050,"469,2"
"0,38904109589",2,6050,"210,5"
"0,38904109589",1,6100,437
"0,38904109589",2,6100,"227,4"
"0,38904109589",1,6150,"406,2"
"0,38904109589",2,6150,"245,8"
"0,38904109589",1,6200,"373,4"
"0,38904109589",2,6200,"262,1"
"0,38904109589",1,6250,345
"0,38904109589",2,6250,"282,7"
"0,38904109589",1,6300,"321,6"
"0,38904109589",2,6300,"308,5"
"0,38904109589",1,6350,"295,5"
"0,38904109589",2,6350,"331,4"
"0,38904109589",1,6400,"270,5"
"0,38904109589",2,6400,"355,5"
"0,38904109589",1,6450,"247,9"
"0,38904109589",2,6450,"382,1"
"0,38904109589",1,6500,"222,7"
"0,38904109589",2,6500,"405,9"
"0,38904109589",1,6600,"182,8"
"0,38904109589",2,6600,"464,3"
"0,38904109589",1,6700,"145,8"
"0,38904109589",2,6700,"525,4"
"0,38904109589",1,6800,"116,6"
"0,38904109589",2,6800,"594,4"
"0,38904109589",1,6900,"90,1"
"0,38904109589",2,6900,"666,1"
"0,38904109589",1,7000,"70,4"
"0,38904109589",2,7000,"744,6"
"0,38904109589",1,7100,53
"0,38904109589",2,7100,"825,4"
"0,38904109589",1,7200,"40,7"
"0,38904109589",2,7200,"911,3"
"0,38904109589",1,7300,"29,9"
"0,38904109589",2,7300,"998,7"
"0,38904109589",1,7400,"22,8"
"0,38904109589",2,7400,"1089,8"
"0,38904109589",1,7500,"19,1"
"0,38904109589",2,7500,"1184,3"
"0,38904109589",1,7600,"17,1"
"0,38904109589",2,7600,"1280,5"
"0,38904109589",1,7700,"13,6"
"0,38904109589",2,7700,"1375,2"
"0,38904109589",1,7800,"10,2"
"0,38904109589",2,7800,1470
"0,38904109589",1,8000,"6,3"
"0,38904109589",2,8000,"1662,5"
"0,38904109589",1,8200,"3,6"
"0,38904109589",2,8200,"1856,2"
"0,38904109589",1,8400,2
"0,38904109589",2,8400,"2050,9"
"0,638470319635",1,3600,2715
"0,638470319635",2,3600,"8,6"
"0,638470319635",1,3800,"2524,8"
"0,638470319635",2,3800,"12,6"
"0,638470319635",1,4000,"2335,2"
"0,638470319635",2,4000,"17,2"
"0,638470319635",1,4200,"2148,2"
"0,638470319635",2,4200,"24,4"
"0,638470319635",1,4400,"1959,1"
"0,638470319635",2,4400,"29,5"
"0,638470319635",1,4600,1775
"0,638470319635",2,4600,"39,7"
"0,638470319635",1,4800,"1595,1"
"0,638470319635",2,4800,54
"0,638470319635",1,5000,"1418,4"
"0,638470319635",2,5000,"71,5"
"0,638470319635",1,5200,1247
"0,638470319635",2,5200,"94,4"
"0,638470319635",1,5300,"1163,4"
"0,638470319635",2,5300,"107,9"
"0,638470319635",1,5400,"1082,3"
"0,638470319635",2,5400,"123,9"
"0,638470319635",1,5500,"1002,9"
"0,638470319635",2,5500,"141,6"
"0,638470319635",1,5600,"923,8"
"0,638470319635",2,5600,"159,6"
"0,638470319635",1,5700,"848,8"
"0,638470319635",2,5700,"181,7"
"0,638470319635",1,5800,"776,4"
"0,638470319635",2,5800,"206,4"
"0,638470319635",1,5900,"704,2"
"0,638470319635",2,5900,"231,3"
"0,638470319635",1,6000,"637,1"
"0,638470319635",2,6000,"261,3"
"0,638470319635",1,6100,"573,2"
"0,638470319635",2,6100,"294,5"
"0,638470319635",1,6200,"510,5"
"0,638470319635",2,6200,"328,9"
"0,638470319635",1,6300,"453,2"
"0,638470319635",2,6300,"368,8"
"0,638470319635",1,6400,"400,5"
"0,638470319635",2,6400,"413,2"
"0,638470319635",1,6500,"348,5"
"0,638470319635",2,6500,"458,3"
"0,638470319635",1,6600,"302,9"
"0,638470319635",2,6600,"509,8"
"0,638470319635",1,6700,"261,2"
"0,638470319635",2,6700,"565,2"
"0,638470319635",1,6800,"221,3"
"0,638470319635",2,6800,"622,4"
"0,638470319635",1,6900,"187,8"
"0,638470319635",2,6900,"686,1"
"0,638470319635",1,7000,"158,1"
"0,638470319635",2,7000,"753,5"
"0,638470319635",1,7200,"108,2"
"0,638470319635",2,7200,"897,7"
"0,638470319635",1,7400,"71,7"
"0,638470319635",2,7400,"1055,5"
"0,638470319635",1,7600,"46,2"
"0,638470319635",2,7600,"1224,2"
"0,638470319635",1,7800,"30,3"
"0,638470319635",2,7800,"1402,5"
"0,638470319635",1,8000,19
"0,638470319635",2,8000,"1585,4"
"0,638470319635",1,8200,"11,8"
"0,638470319635",2,8200,"1772,5"
"0,638470319635",1,8400,"7,7"
"0,638470319635",2,8400,"1962,6"
"0,638470319635",1,8600,"4,9"
"0,638470319635",2,8600,2154
"0,638470319635",1,8800,"3,3"
"0,638470319635",2,8800,"2346,6"
"0,638470319635",1,9000,"2,1"
"0,638470319635",2,9000,"2539,6"
"0,638470319635",1,9200,"1,4"
"0,638470319635",2,9200,"2733,2"
"0,638470319635",1,9400,"0,9"
"0,638470319635",2,9400,"2926,9"
"0,638470319635",1,9600,"0,6"
"0,638470319635",2,9600,"3120,8"
"0,638470319635",1,10000,"0,3"
"0,638470319635",2,10000,3509
"0,868607305936",1,3600,"2758,2"
"0,868607305936",2,3600,11
"0,868607305936",1,3800,"2570,8"
"0,868607305936",2,3800,"15,9"
"0,868607305936",1,4000,"2386,8"
"0,868607305936",2,4000,"24,2"
"0,868607305936",1,4200,"2204,2"
"0,868607305936",2,4200,"33,8"
"0,868607305936",1,4400,2027
"0,868607305936",2,4400,"48,9"
"0,868607305936",1,4600,"1849,5"
"0,868607305936",2,4600,"63,6"
"0,868607305936",1,4800,1677
"0,868607305936",2,4800,"83,4"
"0,868607305936",1,5000,"1504,9"
"0,868607305936",2,5000,"103,5"
"0,868607305936",1,5200,"1341,4"
"0,868607305936",2,5200,"132,3"
"0,868607305936",1,5300,"1261,2"
"0,868607305936",2,5300,"148,3"
"0,868607305936",1,5400,"1181,7"
"0,868607305936",2,5400,"164,9"
"0,868607305936",1,5500,1106
"0,868607305936",2,5500,"185,3"
"0,868607305936",1,5600,"1031,3"
"0,868607305936",2,5600,"206,8"
"0,868607305936",1,5700,"956,2"
"0,868607305936",2,5700,"227,8"
"0,868607305936",1,5800,"883,4"
"0,868607305936",2,5800,"251,1"
"0,868607305936",1,5900,"815,9"
"0,868607305936",2,5900,"279,7"
"0,868607305936",1,6000,"750,2"
"0,868607305936",2,6000,"310,1"
"0,868607305936",1,6100,"684,1"
"0,868607305936",2,6100,"340,2"
"0,868607305936",1,6200,"619,5"
"0,868607305936",2,6200,"371,7"
"0,868607305936",1,6300,"564,2"
"0,868607305936",2,6300,"412,6"
"0,868607305936",1,6400,"510,1"
"0,868607305936",2,6400,"454,6"
"0,868607305936",1,6500,"455,6"
"0,868607305936",2,6500,"496,2"
"0,868607305936",1,6600,"402,7"
"0,868607305936",2,6600,"539,4"
"0,868607305936",1,6800,"318,1"
"0,868607305936",2,6800,"647,1"
"0,868607305936",1,7000,"245,4"
"0,868607305936",2,7000,"766,7"
"0,868607305936",1,7200,"180,3"
"0,868607305936",2,7200,"893,8"
"0,868607305936",1,7600,"100,5"
"0,868607305936",2,7600,"1198,5"
"0,868607305936",1,8000,"49,7"
"0,868607305936",2,8000,"1532,2"
